SD,Gas,Coal,Nuclear,Hydro,Net Pumped,Wind,OCGT,Oil,Biomass,French Int,Dutch Int,NI Int,Eire Int,Nemo Int,Net Supply
2010-08-13,"407,841","193,483","132,749","4,332",148,"8,571",0,0,0,"44,944",0,"-7,794",0,0,"784,272"
2010-08-14,"361,091","161,911","137,362","4,250","-2,731","1,921",0,0,0,"46,773",0,"-7,836",0,0,"702,739"
2010-08-15,"364,028","124,000","140,336","3,611","-4,736","1,015",0,0,0,"45,064",0,"-7,305",0,0,"666,013"
2010-08-16,"404,689","194,555","145,565","3,698",-304,"1,117",0,0,0,"44,691",0,"-7,733",0,0,"786,277"
2010-08-17,"433,707","192,789","146,173","4,712","-6,536","5,521",0,0,0,"42,590",0,"-7,803",0,0,"811,153"
2010-08-18,"431,662","178,203","146,651","4,704","-2,135","3,384",0,0,0,"45,716",0,"-7,753",0,0,"800,431"
2010-08-19,"442,245","171,507","147,447","5,040","-1,166","3,747",0,0,0,"43,272",0,"-8,429",0,0,"803,662"
2010-08-20,"434,093","140,918","149,329","5,466","-2,450","19,176",0,0,0,"40,644",0,"-6,596",0,0,"780,579"
2010-08-21,"380,060","101,393","147,100","5,096",946,"24,555",0,0,0,"42,587",0,"-3,862",0,0,"697,874"
2010-08-22,"363,144","123,994","146,799","4,613","-1,525","10,069",228,0,0,"45,245",0,"-4,210",0,0,"688,356"
2010-08-23,"433,803","187,703","142,801","6,228","1,382","5,221",0,0,0,"23,994",0,"-7,106",0,0,"794,025"
2010-08-24,"407,529","179,202","138,868","6,660","-7,045","16,316",4,0,0,"44,288",0,"-6,901",0,0,"778,919"
2010-08-25,"444,304","188,752","137,697","6,894",-304,"4,478",0,0,0,"42,386",0,"-7,635",0,0,"816,571"
2010-08-26,"461,111","200,435","135,399","7,188",-887,"1,205",0,0,0,"19,912",0,"-7,145",0,0,"817,217"
2010-08-27,"435,576","194,612","135,745","5,046","-4,283","3,756",0,0,0,"23,094",0,"-7,034",0,0,"786,510"
2010-08-28,"366,249","114,836","140,094","5,619","-1,317","16,155",0,0,0,"45,866",0,"-3,860",0,0,"683,640"
2010-08-29,"334,828","98,204","141,075","4,749","-6,298","29,442",0,0,0,"46,664",0,"-3,738",0,0,"644,925"
2010-08-30,"385,357","134,448","142,601","5,553",-239,"8,067",24,0,0,"21,042",0,"-7,850",0,0,"689,002"
2010-08-31,"431,998","205,538","144,437","4,460",-475,"2,535",0,0,0,"9,680",0,"-8,030",0,0,"790,142"
2010-09-01,"433,275","240,561","150,329","4,107","-7,057",260,4,0,0,"8,272",0,"-7,500",0,0,"822,250"
2010-09-02,"432,840","224,964","153,206","4,494",-851,"1,858",3,0,0,"8,857",0,"-6,849",0,0,"818,522"
2010-09-03,"417,786","225,538","152,736","4,859","-1,211","1,717",0,0,0,"11,797",0,"-6,431",0,0,"806,790"
2010-09-04,"363,223","167,256","134,595","3,632","-4,030","8,483",0,0,0,"42,374",0,"-4,582",0,0,"710,950"
2010-09-05,"338,336","144,201","139,048","2,876","-5,542","22,902",0,0,0,"45,496",0,"-4,089",0,0,"683,227"
2010-09-06,"393,803","211,118","139,053","3,185","-4,349","40,505",3,0,0,"14,461",0,"-6,401",0,0,"791,378"
2010-09-07,"426,136","232,455","135,556","4,147","-1,235","28,354",0,0,0,"9,273",0,"-6,636",0,0,"828,049"
2010-09-08,"441,656","243,806","130,905","3,870","-3,029","10,013",0,0,0,"22,751",0,"-7,209",0,0,"842,761"
2010-09-09,"454,092","241,461","131,350","5,104","-2,277","3,125",0,0,0,"10,623",0,"-4,941",0,0,"838,536"
2010-09-10,"430,705","227,833","131,215","4,791","-1,292","13,385",18,0,0,"9,874",0,"-3,916",0,0,"812,613"
2010-09-11,"378,925","166,915","126,432","5,212","2,166","10,229",0,0,0,"33,849",0,"-3,103",0,0,"720,624"
2010-09-12,"373,472","140,485","126,467","6,025","-2,414","12,345",0,0,0,"43,220",0,"-3,112",0,0,"696,486"
2010-09-13,"405,279","229,164","125,961","8,602","-4,680","28,404",37,0,0,"16,437",0,"-3,710",0,0,"805,493"
2010-09-14,"387,512","234,135","130,871","9,163","-1,535","34,123",220,0,0,"21,140",0,"-3,767",0,0,"811,861"
2010-09-15,"409,322","210,171","133,819","10,963",-859,"32,318",0,0,0,"14,574",0,"-3,914",0,0,"806,392"
2010-09-16,"429,118","224,703","134,595","10,185",-904,"27,362",0,0,0,"4,683",0,"-3,936",0,0,"825,805"
2010-09-17,"437,548","215,757","134,631","10,477",63,"22,247",430,0,0,"1,000",0,"-4,563",0,0,"817,589"
2010-09-18,"420,172","133,216","134,765","9,960",-831,"8,151",155,0,0,"40,321",0,"-3,931",0,0,"741,977"
2010-09-19,"386,345","140,510","134,854","9,151","-2,843","4,979",0,0,0,"43,158",0,"-3,263",0,0,"712,890"
2010-09-20,"434,537","237,346","134,763","9,946",-255,"12,868",0,0,0,865,0,"-3,700",0,0,"826,370"
2010-09-21,"461,497","244,356","134,661","9,229","-1,111","11,974",9,0,0,"-2,672",0,"-3,992",0,0,"853,950"
2010-09-22,"449,668","254,188","134,613","9,726","-2,662","10,005",14,0,0,"-6,504",0,"-4,091",0,0,"844,957"
2010-09-23,"437,297","258,358","134,256","9,942",-729,"17,899",109,0,0,-390,0,"-4,104",0,0,"852,636"
2010-09-24,"408,036","263,377","120,020","10,214","-3,831","23,111",1,0,0,"8,224",0,"-3,748",0,0,"825,402"
2010-09-25,"307,907","252,741","119,856","9,481","-1,587","13,881",0,0,0,"43,503",0,"-3,364",0,0,"742,417"
2010-09-26,"317,891","251,965","119,863","8,730","-4,381","8,300",0,0,0,"45,537",0,"-3,565",0,0,"744,339"
2010-09-27,"381,222","361,473","119,746","9,105","-3,281","5,822",75,0,0,"12,538",0,"-3,998",0,0,"882,701"
2010-09-28,"405,201","369,542","119,789","7,968","-2,730","11,173",130,0,0,"-15,011",0,"-4,094",0,0,"891,967"
2010-09-29,"398,763","372,848","114,641","8,769","-2,249","8,096",33,0,0,"-8,766",0,"-4,185",0,0,"887,949"
2010-09-30,"403,544","369,642","108,217","11,084","-4,222","5,473",0,0,0,"-13,686",0,"-3,809",0,0,"876,242"
2010-10-01,"366,659","342,469","122,229","11,417",-229,"28,286",0,0,0,"-11,291",0,"-4,212",0,0,"855,327"
2010-10-02,"329,893","239,731","133,566","11,948","-2,845","23,377",0,0,0,"32,777",0,"-3,976",0,0,"764,470"
2010-10-03,"325,501","222,854","137,173","12,676","-4,345","15,437","1,741",0,0,"45,277",0,"-4,105",0,0,"752,208"
2010-10-04,"394,452","294,990","144,799","10,445","-2,374","29,433",0,0,0,"-6,324",0,"-4,302",0,0,"861,117"
2010-10-05,"389,669","293,065","155,955","9,898","-2,724","32,760",0,0,0,"-18,264",0,"-4,134",0,0,"856,225"
2010-10-06,"407,648","278,552","165,092","9,971",-311,"21,693",0,"4,407",0,"-22,526",0,"-4,109",0,0,"860,416"
2010-10-07,"390,626","311,701","168,602","9,740","-1,303","16,283",24,0,0,"-25,185",0,"-4,077",0,0,"866,409"
2010-10-08,"371,994","288,979","174,409","10,163","-2,944","24,670",0,0,0,"-17,286",0,"-4,339",0,0,"845,646"
2010-10-09,"362,879","154,497","178,667","9,102","-3,096","26,402",3,0,0,"26,381",0,"-4,057",0,0,"750,777"
2010-10-10,"350,325","139,649","183,388","8,709","-4,864","22,163",0,0,0,"29,070",0,"-3,997",0,0,"724,441"
2010-10-11,"387,695","261,532","189,319","8,987",-694,"6,938",50,0,0,"-5,774",0,"-4,313",0,0,"843,739"
2010-10-12,"381,252","321,006","186,170","9,201",195,"4,105",0,"2,512",0,"-17,108",0,"-4,808",0,0,"882,523"
2010-10-13,"376,082","352,784","181,897","7,739","-3,013","4,230",6,"1,383",0,"-15,571",0,"-5,635",0,0,"899,900"
2010-10-14,"368,459","367,046","186,569","8,912","-2,287","3,747",0,"1,603",0,"-15,627",0,"-5,332",0,0,"913,089"
2010-10-15,"366,397","338,558","192,958","7,767","-5,106","11,003",0,0,0,"-17,554",0,"-5,017",0,0,"889,005"
2010-10-16,"336,486","274,551","192,589","6,898","-3,916","3,632",0,0,0,"-18,880",0,"-5,305",0,0,"786,055"
2010-10-17,"341,390","251,246","199,048","6,705","-4,112","15,704",0,0,0,"-29,139",0,"-4,708",0,0,"776,133"
2010-10-18,"369,977","306,467","200,490","7,352",-743,"30,590",0,0,0,"-20,876",0,"-4,416",0,0,"888,839"
2010-10-19,"393,763","283,955","193,228","5,529",-808,"15,636",0,0,0,"-9,947",0,"-4,112",0,0,"877,243"
2010-10-20,"402,215","333,971","196,768","5,584","-2,743","10,356",0,"2,624",0,"-17,428",0,"-5,473",0,0,"925,873"
2010-10-21,"415,442","328,863","186,271","6,433","-3,794","16,824",0,0,0,"-34,898",0,"-5,635",0,0,"909,504"
2010-10-22,"394,765","326,467","183,541","7,105","-1,574","10,825",0,0,0,"-28,135",0,"-5,438",0,0,"887,555"
2010-10-23,"363,664","268,856","179,918","7,642",866,"8,930",0,0,0,"-21,893",0,"-4,645",0,0,"803,337"
2010-10-24,"370,390","255,116","180,830","7,382","-3,641","5,163",0,0,0,"-18,361",0,"-4,373",0,0,"792,504"
2010-10-25,"417,878","364,760","181,953","6,798","1,791","9,414",60,0,0,"-43,687",0,"-5,021",0,0,"933,945"
2010-10-26,"409,959","353,668","182,291","6,341","-2,185","18,965","1,053",779,0,"-39,005",0,"-4,249",0,0,"927,616"
2010-10-27,"384,683","337,124","177,067","7,315","-6,858","24,309",250,0,0,"-44,619",0,"-4,172",0,0,"875,097"
2010-10-28,"385,302","346,461","168,039","8,639",-731,"20,564",417,0,0,"-43,549",0,"-4,387",0,0,"880,753"
2010-10-29,"355,238","333,536","168,143","10,813",-916,"27,084",0,8,0,"-33,895",0,"-4,711",0,0,"855,299"
2010-10-30,"332,948","226,210","169,417","11,863",797,"15,908",280,0,0,"30,818",0,"-4,734",0,0,"783,506"
2010-10-31,"370,650","223,583","177,265","11,858","-2,296","3,049",0,0,0,"46,623",0,"-4,630",0,0,"826,101"
2010-11-01,"402,898","282,897","162,964","10,894","-3,111","11,178",0,0,0,"40,392",0,"-4,448",0,0,"903,664"
2010-11-02,"408,801","306,096","162,571","10,587","-2,583","27,740",0,0,0,"-23,327",0,"-4,114",0,0,"885,769"
2010-11-03,"380,591","333,302","161,897","10,600","1,449","22,853",0,0,0,"-6,799",0,"-4,274",0,0,"899,617"
2010-11-04,"380,875","317,910","156,996","9,754","-2,591","18,169",0,0,0,"12,185",0,"-4,249",0,0,"889,047"
2010-11-05,"383,530","307,606","163,386","10,007","-1,554","15,782",18,0,0,"12,783",0,"-4,526",0,0,"887,032"
2010-11-06,"367,343","238,162","165,565","10,525","-1,713","3,086",0,0,0,"41,461",0,"-4,627",0,0,"819,802"
2010-11-07,"386,039","218,063","155,646","8,930","-7,287","13,248",0,0,0,"38,884",0,"-4,746",0,0,"808,776"
2010-11-08,"417,250","349,440","159,427","9,179",-281,"30,112",146,0,0,"-18,267",0,"-4,326",0,0,"942,679"
2010-11-09,"397,303","392,034","160,037","7,341","-1,775","20,537",0,0,0,"-8,412",0,"-4,151",0,0,"962,913"
2010-11-10,"422,800","388,922","167,832","7,828","-2,541","10,790",0,"1,321",0,"-3,212",0,"-4,419",0,0,"989,319"
2010-11-11,"375,735","364,396","171,310","10,539","-2,200","36,053",0,0,0,"24,693",0,"-4,195",0,0,"976,330"
2010-11-12,"380,070","312,873","163,124","13,880",-367,"41,844",252,"3,415",0,"39,352",0,"-4,266",0,0,"950,175"
2010-11-13,"388,671","253,543","142,144","15,289",-553,"19,880",0,0,0,"46,705",0,"-3,699",0,0,"861,979"
2010-11-14,"388,850","276,995","144,610","15,433","-5,154","5,519",0,0,0,"47,135",0,"-5,294",0,0,"868,093"
2010-11-15,"450,413","391,845","143,764","13,626","-1,295","7,279",0,0,0,"4,026",0,"-4,241",0,0,"1,005,417"
2010-11-16,"439,109","420,618","145,028","12,400","-3,987","14,915",0,0,0,"-6,583",0,"-4,116",0,0,"1,017,382"
2010-11-17,"394,873","420,328","145,239","11,152","-2,455","45,382",0,0,0,"-6,774",0,"-4,168",0,0,"1,003,576"
2010-11-18,"425,074","402,814","149,890","10,840","-1,265","37,508",0,0,0,"-13,961",0,"-6,720",0,0,"1,004,178"
2010-11-19,"442,982","390,539","153,032","12,175",788,"8,326",0,0,0,"-9,962",0,"-7,509",0,0,"990,370"
2010-11-20,"391,202","308,937","154,306","12,267","-3,694","5,727",0,0,0,"39,942",0,"-7,261",0,0,"901,425"
2010-11-21,"382,941","291,433","155,541","10,328","-5,170","5,709",326,0,0,"43,933",0,"-6,609",0,0,"878,431"
2010-11-22,"424,876","414,093","158,880","9,181",-676,"6,453",0,0,0,"2,701",0,"-6,949",0,0,"1,008,558"
2010-11-23,"414,978","446,345","160,042","10,728","-2,521","9,523",0,0,0,"-11,917",0,"-7,253",0,0,"1,019,924"
2010-11-24,"440,572","454,362","159,648","8,882","-2,652","12,853",0,0,0,"-24,055",0,"-7,631",0,0,"1,041,978"
2010-11-25,"449,005","464,443","152,782","8,866","-1,861","16,051",79,0,0,"-25,158",0,"-7,001",0,0,"1,057,206"
2010-11-26,"473,748","455,051","148,900","9,304","-1,587","12,235",370,0,0,"-25,893",0,"-7,806",0,0,"1,064,320"
2010-11-27,"435,579","392,935","146,582","6,775","-4,611","10,229",206,0,0,"1,193",0,"-7,321",0,0,"981,565"
2010-11-28,"422,693","395,398","149,464","6,596","-7,541","10,802",660,"1,897",0,"11,441",0,"-7,092",0,0,"984,317"
2010-11-29,"477,662","478,819","157,888","6,584","-4,830","12,229",487,"4,611",0,"-20,079",0,"-6,457",0,0,"1,106,912"
2010-11-30,"455,937","514,257","157,569","6,129","-6,931","13,850",0,0,0,"-19,956",0,"-6,727",0,0,"1,114,127"
2010-12-01,"470,572","515,275","155,513","5,773","-1,546","13,061",193,969,0,"-32,766",0,"-7,547",0,0,"1,119,495"
2010-12-02,"475,218","513,454","166,248","5,466","-3,796","10,635",0,"2,562",0,"-25,114",0,"-9,171",0,0,"1,135,501"
2010-12-03,"456,436","512,571","174,551","5,867",-611,"13,236",151,"1,014",0,"-14,360",0,"-10,064",0,0,"1,138,790"
2010-12-04,"384,794","436,230","178,473","3,397","-5,950","12,657",0,"1,984",0,"21,277",0,"-10,379",0,0,"1,022,481"
2010-12-05,"366,934","414,879","177,493","3,180","-6,550","8,816",0,"3,022",0,"38,530",0,"-10,072",0,0,"996,231"
2010-12-06,"445,084","484,855","180,014","4,036",-248,"8,239",237,"6,964",0,"27,960",0,"-9,541",0,0,"1,147,599"
2010-12-07,"460,735","497,873","185,698","3,961","-1,748","4,204",949,"11,761",0,"13,625",0,"-9,183",0,0,"1,167,873"
2010-12-08,"445,132","481,145","194,652","3,644","-8,130","11,620",255,"4,390",0,"26,303",0,"-5,512",0,0,"1,153,497"
2010-12-09,"415,470","496,352","196,630","3,956","-5,087","22,772",85,0,0,"16,467",0,"-9,344",0,0,"1,137,300"
2010-12-10,"400,179","474,717","186,809","5,932","-1,449","33,994",13,0,0,"-4,853",0,"-9,966",0,0,"1,085,374"
2010-12-11,"330,770","393,534","191,100","8,024","-6,954","29,195",0,0,0,"38,191",0,"-10,316",0,0,"973,542"
2010-12-12,"355,977","385,193","192,339","7,450","-3,270","4,606",0,0,0,"38,855",0,"-10,378",0,0,"970,772"
2010-12-13,"453,982","478,222","196,628","6,984","-3,014","3,799",0,0,0,"-17,895",0,"-10,262",0,0,"1,108,442"
2010-12-14,"470,760","481,068","200,288","6,016",655,"6,373",0,0,0,"-34,578",0,"-10,198",0,0,"1,120,382"
2010-12-15,"467,499","476,377","200,873","5,707","-2,834","19,025",8,612,0,"-42,060",0,"-9,890",0,0,"1,115,315"
2010-12-16,"421,888","485,368","198,190","6,530","-2,057","33,800",25,0,0,"-35,445",0,"-9,110",0,0,"1,099,187"
2010-12-17,"440,125","505,955","192,941","5,841","-1,343","16,903",0,0,0,"-26,064",0,"-9,040",0,0,"1,125,316"
2010-12-18,"378,806","479,804","198,546","4,436","-4,237","8,596",0,0,0,"-2,967",0,"-7,732",0,0,"1,055,251"
2010-12-19,"371,052","463,018","201,636","4,078","-6,741","4,546",0,0,0,"9,062",0,"-7,703",0,0,"1,038,947"
2010-12-20,"431,520","515,559","198,723","6,455","2,848","1,847",558,"6,671",0,"17,157",0,"-7,205",0,0,"1,174,131"
2010-12-21,"456,337","496,657","196,284","3,929","-5,019","1,119",585,"2,167",0,"25,471",0,"-7,399",0,0,"1,170,130"
2010-12-22,"447,193","493,370","183,252","3,058","-8,038","2,515",15,0,0,"30,082",0,"-9,302",0,0,"1,142,145"
2010-12-23,"413,821","466,750","189,675","2,707","-4,431","10,304",123,0,0,"37,025",0,"-9,289",0,0,"1,106,683"
2010-12-24,"364,037","440,344","190,942","2,564","-4,280","10,552",0,0,0,"44,637",0,"-9,992",0,0,"1,038,803"
2010-12-25,"305,834","383,108","196,543","2,688",-158,"10,694",0,0,0,"46,825",0,"-10,487",0,0,"935,045"
2010-12-26,"310,714","360,220","204,804","2,272","-7,401","18,751",0,0,0,"41,007",0,"-10,451",0,0,"919,915"
2010-12-27,"333,270","377,340","207,656","2,543","-1,722","21,941",0,0,0,"12,087",0,"-10,430",0,0,"942,684"
2010-12-28,"357,881","366,786","197,131","2,670","-3,021","11,151",0,0,0,"27,040",0,"-10,487",0,0,"949,150"
2010-12-29,"337,265","420,519","183,824","2,613","-5,237","3,782",0,0,0,"31,278",0,"-9,662",0,0,"964,381"
2010-12-30,"339,331","411,153","186,666","3,290","-1,072","1,188",6,0,0,"29,394",0,"-10,472",0,0,"959,483"
2010-12-31,"292,675","391,137","199,646","3,139","-3,943","11,973",0,0,0,"44,429",0,"-10,055",0,0,"928,999"
2011-01-01,"285,719","312,462","199,984","3,185","1,024","11,350",0,0,0,"47,040",0,"-10,199",0,0,"850,564"
2011-01-02,"313,192","335,669","206,194","4,068","-1,693","3,560",0,0,0,"44,715",0,"-10,560",0,0,"895,144"
2011-01-03,"342,364","417,254","210,463","4,298","-3,999","18,714",439,0,0,"-24,170",0,"-10,608",0,0,"954,754"
2011-01-04,"383,712","451,411","212,440","5,284","-5,750","30,059",0,0,0,"-14,339",0,"-10,608",0,0,"1,052,208"
2011-01-05,"404,891","431,496","209,672","4,992","-2,096","19,906",45,0,0,"4,882",0,"-10,608",0,0,"1,063,179"
2011-01-06,"425,042","418,533","197,561","5,190",-61,"16,705",159,0,0,"31,881",0,"-10,689",0,0,"1,084,320"
2011-01-07,"410,047","419,238","199,762","5,090",-982,"11,167",0,0,0,"39,126",0,"-10,656",0,0,"1,072,791"
2011-01-08,"380,196","314,544","192,826","3,641","-2,691","16,819",0,0,0,"47,761",0,"-9,233",0,0,"943,862"
2011-01-09,"386,633","295,917","188,514","3,216","-2,698","22,216",0,0,0,"47,771",0,"-8,768",0,0,"932,800"
2011-01-10,"447,701","398,815","190,850","3,324","-6,624","16,457",248,10,0,"14,229",0,"-7,128",0,0,"1,057,881"
2011-01-11,"463,191","384,656","186,869","3,302","-3,665","18,383",5,0,0,"21,477",0,"-8,626",0,0,"1,065,591"
2011-01-12,"465,053","370,134","186,158","3,970","-2,525","25,369",0,0,0,"19,929",0,"-10,737",0,0,"1,057,350"
2011-01-13,"425,327","352,794","191,414","7,143",-668,"19,443",207,28,0,"25,498",0,"-10,669",0,0,"1,010,516"
2011-01-14,"374,849","331,142","195,518","11,755","-3,095","34,231",0,0,0,"43,040",0,"-9,538",0,0,"977,901"
2011-01-15,"335,485","252,061","190,633","15,244","-1,493","53,404",33,0,0,"47,557",0,"-7,368",0,0,"885,554"
2011-01-16,"326,649","225,692","197,742","15,422","2,667","48,320",27,0,0,"46,807",0,"-6,420",0,0,"856,905"
2011-01-17,"431,894","337,189","198,655","14,834","-1,134","22,203",12,0,0,"22,522",0,"-7,659",0,0,"1,018,514"
2011-01-18,"452,640","354,096","198,303","14,047","1,480","16,951",8,0,0,"13,087",0,"-10,737",0,0,"1,039,874"
2011-01-19,"455,149","388,116","203,281","13,011","-4,961","9,786",0,0,0,"7,814",0,"-10,563",0,0,"1,061,632"
2011-01-20,"454,464","424,087","203,655","11,326","-2,546","7,565",40,0,0,"-2,861",0,"-10,620",0,0,"1,085,109"
2011-01-21,"436,739","440,852","203,930","10,466","-2,256","6,814",3,0,0,"-4,135",0,"-10,285",0,0,"1,082,127"
2011-01-22,"360,151","379,405","207,444","7,944","-1,476","3,790",0,0,0,"28,980",0,"-7,806",0,0,"978,431"
2011-01-23,"332,991","360,582","204,076","6,582","-7,117","6,549",0,0,0,"38,437",0,"-9,015",0,0,"933,084"
2011-01-24,"404,235","438,061","200,732","5,258","-2,799","24,893",0,0,0,"-12,740",0,"-10,040",0,0,"1,047,599"
2011-01-25,"406,991","450,365","197,317","5,170","-2,894","19,644",0,0,0,"-17,190",0,"-10,605",0,0,"1,048,797"
2011-01-26,"410,917","443,312","197,620","5,117","-2,161","17,621",0,0,0,"-17,323",0,"-10,569",0,0,"1,044,533"
2011-01-27,"414,461","483,113","200,007","4,682",-302,"6,332",104,0,0,"-15,615",0,"-10,607",0,0,"1,082,173"
2011-01-28,"403,995","490,567","200,868","5,013","-1,075","6,685",3,0,0,"-12,297",0,"-10,607",0,0,"1,083,152"
2011-01-29,"387,696","395,051","195,013","4,530",599,"4,784",0,0,0,"26,682",0,"-10,258",0,0,"1,004,096"
2011-01-30,"371,212","375,363","196,394","3,595","-10,604","14,907",0,0,0,"26,276",0,"-9,709",0,0,"967,433"
2011-01-31,"439,334","443,348","200,824","4,370","-2,326","29,725",0,0,0,"-18,060",0,"-10,543",0,0,"1,086,671"
2011-02-01,"427,515","455,650","179,851","7,784","-3,423","36,830",0,0,0,"-26,309",254,"-7,781",0,0,"1,070,370"
2011-02-02,"419,451","421,078","172,704","13,541","-1,310","45,140",399,0,0,"-20,243",45,"-8,018",0,0,"1,042,786"
2011-02-03,"421,580","395,133","163,220","16,498","1,927","41,961",126,0,0,"-6,744",-16,"-8,807",0,0,"1,024,877"
2011-02-04,"392,247","386,178","161,281","14,390","-1,597","38,088",190,0,0,"13,999",792,"-9,142",0,0,"996,424"
2011-02-05,"348,683","286,994","179,129","14,744","-3,345","27,472",0,0,0,"46,883",818,"-9,412",0,0,"891,965"
2011-02-06,"321,336","280,261","197,161","13,639","-3,626","12,821",0,0,0,"47,009",0,"-8,715",0,0,"859,886"
2011-02-07,"352,014","374,759","206,859","14,227","-1,391","28,190",0,0,0,"17,765",-418,"-9,167",0,0,"982,837"
2011-02-08,"380,182","402,952","211,818","14,556","-2,049","20,533",200,0,0,"1,931",-431,"-9,848",0,0,"1,019,842"
2011-02-09,"405,566","362,592","211,625","14,149","-1,052","22,996",0,0,0,-285,0,"-9,393",0,0,"1,006,197"
2011-02-10,"411,981","365,640","212,626","13,263","-4,716","8,731",0,0,0,"10,978",-620,"-9,881",0,0,"1,008,001"
2011-02-11,"379,239","357,811","213,508","12,764","-2,835","14,531",0,0,0,"20,537",-604,"-8,769",0,0,"986,180"
2011-02-12,"318,569","281,280","213,150","13,340","-2,513","14,090",0,0,0,"44,517",0,"-8,380",0,0,"874,052"
2011-02-13,"314,692","270,476","213,262","12,936","-4,109","24,294",0,0,0,"45,102",0,"-8,394",0,0,"868,258"
2011-02-14,"368,911","392,256","213,493","12,136","-2,383","12,344",0,0,0,"7,294","-1,608","-9,652",0,0,"992,790"
2011-02-15,"378,377","399,698","213,826","12,684",-578,"27,545",0,0,0,"2,474","-1,618","-8,868",0,0,"1,023,540"
2011-02-16,"356,785","431,324","213,294","11,177","-1,482","15,403",227,"5,291",0,"-4,167",0,"-9,033",0,0,"1,018,817"
2011-02-17,"394,732","422,497","208,651","11,250","-2,483","6,327",0,0,0,"-9,721","1,406","-9,149",0,0,"1,023,509"
2011-02-18,"376,807","415,006","203,046","12,039","-3,178","20,362",0,0,0,"-9,705",179,"-8,529",0,0,"1,006,026"
2011-02-19,"325,660","341,291","203,172","10,515","-4,703","25,393",0,0,0,"32,653",0,"-7,442",0,0,"926,538"
2011-02-20,"323,258","321,922","204,646","7,822","-9,241","25,159",0,0,0,"34,023",0,"-6,658",0,0,"900,929"
